   0    -0         # Steady State (0-1)
   1    -0         # Steady State (0-1)
   2    -0         # 10/1/1980   Start Date
   3    -0         # 10/2/1980 
   4    -0         # 10/3/1980 
   5    -0         # 10/4/1980 
   6    -0         # 10/5/1980 
   7    -0         # 10/6/1980 
   8    -0         # 10/7/1980 
   9    -0         # 10/8/1980 
  10    -0         # 10/9/1980 
  11    -0         # 10/10/1980 
  12    -0         # 10/11/1980 
  13    -0         # 10/12/1980 
  14    -0         # 10/13/1980 
  15    -0         # 10/14/1980 
  16    -0         # 10/15/1980 
  17    -0         # 10/16/1980 
  18    -0         # 10/17/1980 
  19    -0         # 10/18/1980 
  20    -0         # 10/19/1980 
  21    -0         # 10/20/1980 
  22    -0         # 10/21/1980 
  23    -0         # 10/22/1980 
  24    -0         # 10/23/1980 
  25    -0         # 10/24/1980 
  26    -0         # 10/25/1980 
  27    -0         # 10/26/1980 
  28    -0         # 10/27/1980 
  29    -0         # 10/28/1980 
  30    -0         # 10/29/1980 
  31    -0         # 10/30/1980 
  32    -0         # 10/31/1980 
  33    -0         # 11/1/1980 
  34    -0         # 11/2/1980 
  35    -0         # 11/3/1980 
  36    -0         # 11/4/1980 
  37    -0         # 11/5/1980 
  38    -0         # 11/6/1980 
  39    -0         # 11/7/1980 
  40    -0         # 11/8/1980 
  41    -0         # 11/9/1980 
  42    -0         # 11/10/1980 
  43    -0         # 11/11/1980 
  44    -0         # 11/12/1980 
  45    -0         # 11/13/1980 
  46    -0         # 11/14/1980 
  47    -0         # 11/15/1980 
  48    -0         # 11/16/1980 
  49    -0         # 11/17/1980 
  50    -0         # 11/18/1980 
  51    -0         # 11/19/1980 
  52    -0         # 11/20/1980 
  53    -0         # 11/21/1980 
  54    -0         # 11/22/1980 
  55    -0         # 11/23/1980 
  56    -0         # 11/24/1980 
  57    -0         # 11/25/1980 
  58    -0         # 11/26/1980 
  59    -0         # 11/27/1980 
  60    -0         # 11/28/1980 
  61    -0         # 11/29/1980 
  62    -0         # 11/30/1980 
  63    -0         # 12/1/1980 
  64    -0         # 12/2/1980 
  65    -0         # 12/3/1980 
  66    -0         # 12/4/1980 
  67    -0         # 12/5/1980 
  68    -0         # 12/6/1980 
  69    -0         # 12/7/1980 
  70    -0         # 12/8/1980 
  71    -0         # 12/9/1980 
  72    -0         # 12/10/1980 
  73    -0         # 12/11/1980 
  74    -0         # 12/12/1980 
  75    -0         # 12/13/1980 
  76    -0         # 12/14/1980 
  77    -0         # 12/15/1980 
  78    -0         # 12/16/1980 
  79    -0         # 12/17/1980 
  80    -0         # 12/18/1980 
  81    -0         # 12/19/1980 
  82    -0         # 12/20/1980 
  83    -0         # 12/21/1980 
  84    -0         # 12/22/1980 
  85    -0         # 12/23/1980 
  86    -0         # 12/24/1980 
  87    -0         # 12/25/1980 
  88    -0         # 12/26/1980 
  89    -0         # 12/27/1980 
  90    -0         # 12/28/1980 
  91    -0         # 12/29/1980 
  92    -0         # 12/30/1980 
  93    -0         # 12/31/1980 
  94    -0         # 1/1/1981 
  95    -0         # 1/2/1981 
  96    -0         # 1/3/1981 
  97    -0         # 1/4/1981 
  98    -0         # 1/5/1981 
  99    -0         # 1/6/1981 
 100    -0         # 1/7/1981 
 101    -0         # 1/8/1981 
 102    -0         # 1/9/1981 
 103    -0         # 1/10/1981 
 104    -0         # 1/11/1981 
 105    -0         # 1/12/1981 
 106    -0         # 1/13/1981 
 107    -0         # 1/14/1981 
 108    -0         # 1/15/1981 
 109    -0         # 1/16/1981 
 110    -0         # 1/17/1981 
 111    -0         # 1/18/1981 
 112    -0         # 1/19/1981 
 113    -0         # 1/20/1981 
 114    -0         # 1/21/1981 
 115    -0         # 1/22/1981 
 116    -0         # 1/23/1981 
 117    -0         # 1/24/1981 
 118    -0         # 1/25/1981 
 119    -0         # 1/26/1981 
 120    -0         # 1/27/1981 
 121    -0         # 1/28/1981 
 122    -0         # 1/29/1981 
 123    -0         # 1/30/1981 
 124    -0         # 1/31/1981 
 125    -0         # 2/1/1981 
 126    -0         # 2/2/1981 
 127    -0         # 2/3/1981 
 128    -0         # 2/4/1981 
 129    -0         # 2/5/1981 
 130    -0         # 2/6/1981 
 131    -0         # 2/7/1981 
 132    -0         # 2/8/1981 
 133    -0         # 2/9/1981 
 134    -0         # 2/10/1981 
 135    -0         # 2/11/1981 
 136    -0         # 2/12/1981 
 137    -0         # 2/13/1981 
 138    -0         # 2/14/1981 
 139    -0         # 2/15/1981 
 140    -0         # 2/16/1981 
 141    -0         # 2/17/1981 
 142    -0         # 2/18/1981 
 143    -0         # 2/19/1981 
 144    -0         # 2/20/1981 
 145    -0         # 2/21/1981 
 146    -0         # 2/22/1981 
 147    -0         # 2/23/1981 
 148    -0         # 2/24/1981 
 149    -0         # 2/25/1981 
 150    -0         # 2/26/1981 
 151    -0         # 2/27/1981 
 152    -0         # 2/28/1981 
 153    -0         # 3/1/1981 
 154    -0         # 3/2/1981 
 155    -0         # 3/3/1981 
 156    -0         # 3/4/1981 
 157    -0         # 3/5/1981 
 158    -0         # 3/6/1981 
 159    -0         # 3/7/1981 
 160    -0         # 3/8/1981 
 161    -0         # 3/9/1981 
 162    -0         # 3/10/1981 
 163    -0         # 3/11/1981 
 164    -0         # 3/12/1981 
 165    -0         # 3/13/1981 
 166    -0         # 3/14/1981 
 167    -0         # 3/15/1981 
 168    -0         # 3/16/1981 
 169    -0         # 3/17/1981 
 170    -0         # 3/18/1981 
 171    -0         # 3/19/1981 
 172    -0         # 3/20/1981 
 173    -0         # 3/21/1981 
 174    -0         # 3/22/1981 
 175    -0         # 3/23/1981 
 176    -0         # 3/24/1981 
 177    -0         # 3/25/1981 
 178    -0         # 3/26/1981 
 179    -0         # 3/27/1981 
 180    -0         # 3/28/1981 
 181    -0         # 3/29/1981 
 182    -0         # 3/30/1981 
 183    -0         # 3/31/1981 
 184    -0         # 4/1/1981 
 185    -0         # 4/2/1981 
 186    -0         # 4/3/1981 
 187    -0         # 4/4/1981 
 188    -0         # 4/5/1981 
 189    -0         # 4/6/1981 
 190    -0         # 4/7/1981 
 191    -0         # 4/8/1981 
 192    -0         # 4/9/1981 
 193    -0         # 4/10/1981 
 194    -0         # 4/11/1981 
 195    -0         # 4/12/1981 
 196    -0         # 4/13/1981 
 197    -0         # 4/14/1981 
 198    -0         # 4/15/1981 
 199    -0         # 4/16/1981 
 200    -0         # 4/17/1981 
 201    -0         # 4/18/1981 
 202    -0         # 4/19/1981 
 203    -0         # 4/20/1981 
 204    -0         # 4/21/1981 
 205    -0         # 4/22/1981 
 206    -0         # 4/23/1981 
 207    -0         # 4/24/1981 
 208    -0         # 4/25/1981 
 209    -0         # 4/26/1981 
 210    -0         # 4/27/1981 
 211    -0         # 4/28/1981 
 212    -0         # 4/29/1981 
 213    -0         # 4/30/1981 
 214    -0         # 5/1/1981 
 215    -0         # 5/2/1981 
 216    -0         # 5/3/1981 
 217    -0         # 5/4/1981 
 218    -0         # 5/5/1981 
 219    -0         # 5/6/1981 
 220    -0         # 5/7/1981 
 221    -0         # 5/8/1981 
 222    -0         # 5/9/1981 
 223    -0         # 5/10/1981 
 224    -0         # 5/11/1981 
 225    -0         # 5/12/1981 
 226    -0         # 5/13/1981 
 227    -0         # 5/14/1981 
 228    -0         # 5/15/1981 
 229    -0         # 5/16/1981 
 230    -0         # 5/17/1981 
 231    -0         # 5/18/1981 
 232    -0         # 5/19/1981 
 233    -0         # 5/20/1981 
 234    -0         # 5/21/1981 
 235    -0         # 5/22/1981 
 236    -0         # 5/23/1981 
 237    -0         # 5/24/1981 
 238    -0         # 5/25/1981 
 239    -0         # 5/26/1981 
 240    -0         # 5/27/1981 
 241    -0         # 5/28/1981 
 242    -0         # 5/29/1981 
 243    -0         # 5/30/1981 
 244    -0         # 5/31/1981 
 245    -0         # 6/1/1981 
 246    -0         # 6/2/1981 
 247    -0         # 6/3/1981 
 248    -0         # 6/4/1981 
 249    -0         # 6/5/1981 
 250    -0         # 6/6/1981 
 251    -0         # 6/7/1981 
 252    -0         # 6/8/1981 
 253    -0         # 6/9/1981 
 254    -0         # 6/10/1981 
 255    -0         # 6/11/1981 
 256    -0         # 6/12/1981 
 257    -0         # 6/13/1981 
 258    -0         # 6/14/1981 
 259    -0         # 6/15/1981 
 260    -0         # 6/16/1981 
 261    -5467.6    # 6/17/1981 
 262    -6307.8    # 6/18/1981 
 263    -6862.9    # 6/19/1981 
 264    -7414.1    # 6/20/1981 
 265    -7791.7    # 6/21/1981 
 266    -7998.1    # 6/22/1981 
 267    -8095.7    # 6/23/1981 
 268    -8358.2    # 6/24/1981 
 269    -9021.5    # 6/25/1981 
 270    -9100.3    # 6/26/1981 
 271    -8895.4    # 6/27/1981 
 272    -11493.6   # 6/28/1981 
 273    -12000     # 6/29/1981 
 274    -12000     # 6/30/1981 
 275    -12000     # 7/1/1981 
 276    -12000     # 7/2/1981 
 277    -12000     # 7/3/1981 
 278    -12000     # 7/4/1981 
 279    -12000     # 7/5/1981 
 280    -12000     # 7/6/1981 
 281    -12000     # 7/7/1981 
 282    -12000     # 7/8/1981 
 283    -12000     # 7/9/1981 
 284    -12000     # 7/10/1981 
 285    -12000     # 7/11/1981 
 286    -12000     # 7/12/1981 
 287    -12000     # 7/13/1981 
 288    -12000     # 7/14/1981 
 289    -12000     # 7/15/1981 
 290    -12000     # 7/16/1981 
 291    -12000     # 7/17/1981 
 292    -12000     # 7/18/1981 
 293    -12000     # 7/19/1981 
 294    -12000     # 7/20/1981 
 295    -12000     # 7/21/1981 
 296    -12000     # 7/22/1981 
 297    -12000     # 7/23/1981 
 298    -12000     # 7/24/1981 
 299    -12000     # 7/25/1981 
 300    -12000     # 7/26/1981 
 301    -12000     # 7/27/1981 
 302    -12000     # 7/28/1981 
 303    -12000     # 7/29/1981 
 304    -12000     # 7/30/1981 
 305    -12000     # 7/31/1981 
 306    -12000     # 8/1/1981 
 307    -12000     # 8/2/1981 
 308    -12000     # 8/3/1981 
 309    -12000     # 8/4/1981 
 310    -12000     # 8/5/1981 
 311    -12000     # 8/6/1981 
 312    -12000     # 8/7/1981 
 313    -12000     # 8/8/1981 
 314    -12000     # 8/9/1981 
 315    -12000     # 8/10/1981 
 316    -12000     # 8/11/1981 
 317    -12000     # 8/12/1981 
 318    -12000     # 8/13/1981 
 319    -12000     # 8/14/1981 
 320    -12000     # 8/15/1981 
 321    -12000     # 8/16/1981 
 322    -12000     # 8/17/1981 
 323    -12000     # 8/18/1981 
 324    -12000     # 8/19/1981 
 325    -12000     # 8/20/1981 
 326    -12000     # 8/21/1981 
 327    -12000     # 8/22/1981 
 328    -12000     # 8/23/1981 
 329    -12000     # 8/24/1981 
 330    -12000     # 8/25/1981 
 331    -12000     # 8/26/1981 
 332    -12000     # 8/27/1981 
